STUDY_ID,STUDY_TEXT,SUBJECT_ID,SUBJECT_TEXT,SEMESTER_TEXT
716,Geologi & geoscience,Aqueous geochemistry,Aqueous geochemistry,Valgfag
666,Idræt og fysisk aktivitet,Idrætsfagets videnskabsteori (VtIdr) IDRÆT,Idrætsfagets videnskabsteori (VtIdr) IDRÆT,Bach.1.år blok 4
666,Idræt og fysisk aktivitet,Idræt og bevægelse med udvalgte målgrupper IDRÆT,Idræt og bevægelse med udvalgte målgrupper IDRÆT,Bachelor blok 4
666,Idræt og fysisk aktivitet,Motorisk udvikling og indlæring IDRÆT,Motorisk udvikling og indlæring IDRÆT,Bachelor blok 4
448,Integrated Food Studies,Sustainable Food Systems and Diets- Int food,Sustainable Food Systems and Diets- Int food,Kandidat blok 4
433,Landscape Architecture,"Eu Law - Environment, Agriculture & Food - LA","Eu Law - Environment, Agriculture & Food - LA",Kandidat blok 3
433,Landscape Architecture,Health Design -LA,Health Design -LA,Kandidat blok 3
433,Landscape Architecture,Planlægning i det åbne land - La,Planlægning i det åbne land - La,Kandidat blok 3
406,Landskabsarkitektur og bydesign,Naturgrundlaget 2A -Vegetation og bioressourcer-la,Naturgrundlaget 2A -Vegetation og bioressourcer-la,Bach.1.år blok 3
406,Landskabsarkitektur og bydesign,Naturgrundlaget 2B - Vegetation og økologi,Naturgrundlaget 2B - Vegetation og økologi,Bach.1.år blok 4
406,Landskabsarkitektur og bydesign,Beplantningsdesign  - LA,Beplantningsdesign  - LA,Bachelor blok 4
616,Machine learning og datavidenskab,Databases and Information Systems (DIS) MACHINE,Databases and Information Systems (DIS) MACHINE,Bach.1.år blok 4
616,Machine learning og datavidenskab,Lineær Algebra i Datalogi (LinAlgDat) MACHINE,Lineær Algebra i Datalogi (LinAlgDat) MACHINE,Bach.1.år blok 4
678,Matematik,Analyse 1 (An1) MATEMATIK,Analyse 1 (An1) MATEMATIK,Bach.1.år blok 4
678,Matematik,Geometri 1 (Geom1) MATEMATIK,Geometri 1 (Geom1) MATEMATIK,Bach.1.år blok 4
678,Matematik,Grundkursus i de naturvidenskabelige fags.. MAT,Grundkursus i de naturvidenskabelige fags.. MAT,Bach.2.år blok 4
678,Matematik,Matematisk statistik (MatStat) MATEMATIK,Matematisk statistik (MatStat) MATEMATIK,Bach.2.år blok 4
678,Matematik,Introduction to Dynamical Systems MAT,Introduction to Dynamical Systems MAT,Bachelor blok 4
678,Matematik,Matematik i undervisningsmæ.. (UvMat) MATEMATIK,Matematik i undervisningsmæ.. (UvMat) MATEMATIK,Bachelor blok 4
678,Matematik,Topology (Top) MATEMATIK,Topology (Top) MATEMATIK,Bachelor blok 4
678,Matematik,Algebraic Number Theory (AlgNT) MAT,Algebraic Number Theory (AlgNT) MAT,Kandidat blok 4
678,Matematik,Algebraic Topology 2 (AlgTop2) MAT,Algebraic Topology 2 (AlgTop2) MAT,Kandidat blok 4
678,Matematik,K-theory MAT,K-theory MAT,Kandidat blok 4
669,Matematik-Økonomi,Analyse 1 (An1) MAT-ØK,Analyse 1 (An1) MAT-ØK,Bach.1.år blok 4
669,Matematik-Økonomi,Mikroøkonomi 1 (MikØk1). MAT-ØK,Mikroøkonomi 1 (MikØk1). MAT-ØK,Bach.1.år blok 4
669,Matematik-Økonomi,Matematisk statistik (MatStat) MAT-ØK,Matematisk statistik (MatStat) MAT-ØK,Bach.2.år blok 4
669,Matematik-Økonomi,Finance 2: Dynamic Portfolio (Fin2) MAT-ØK,Finance 2: Dynamic Portfolio (Fin2) MAT-ØK,Kandidat blok 4
670,Medicinalkemi,Anvendt Spektroskopi (AnvSpek) MEDKEM,Anvendt Spektroskopi (AnvSpek) MEDKEM,Bach.1.år blok 4
670,Medicinalkemi,Kemisk binding (KemiBin) MED CHEM,Kemisk binding (KemiBin) MED CHEM,Bach.1.år blok 4
670,Medicinalkemi,Lægemiddelmetabolisme og toksicitet MEDKEM,Lægemiddelmetabolisme og toksicitet MEDKEM,Bachelor blok 4
405,Miljø- og fødevareøkonomi,Produktionsøkonomi- JØ,Produktionsøkonomi- JØ,Bach.1.år blok 3
405,Miljø- og fødevareøkonomi,Samfundsøkonomi - JØ,Samfundsøkonomi - JØ,Bach.1.år blok 3
405,Miljø- og fødevareøkonomi,Development Economics - MIL-FØD,Development Economics - MIL-FØD,Bach.1.år blok 4
405,Miljø- og fødevareøkonomi,International economics -MIL FØD,International economics -MIL FØD,Bach.1.år blok 4
405,Miljø- og fødevareøkonomi,Økonometri - JØ,Økonometri - JØ,Bach.2.år blok 3
405,Miljø- og fødevareøkonomi,Anvendt spilteori - MILJØ FØD,Anvendt spilteori - MILJØ FØD,Bach.2.år blok 4
405,Miljø- og fødevareøkonomi,Fagets videnskabsteori - økonomi - JØ,Fagets videnskabsteori - økonomi - JØ,Bach.3.år blok 3
673,Molekylær biomedicin,Cellular and Molecular Immunology MOL BIO,Cellular and Molecular Immunology MOL BIO,Bachelor blok 4
673,Molekylær biomedicin,Signaltransduktion MOL BIO,Signaltransduktion MOL BIO,Bachelor blok 4
673,Molekylær biomedicin,Laboratory Animal Science Function ABD MOL BIO,Laboratory Animal Science Function ABD MOL BIO,Kandidat blok 4
674,Nanoscience,Elektromagnetisme og elektronik (NanoF2) NANO,Elektromagnetisme og elektronik (NanoF2) NANO,Bach.1.år blok 4
674,Nanoscience,Elektrostatik og dataanalyse NANO,Elektrostatik og dataanalyse NANO,Bach.1.år blok 4
674,Nanoscience,Mekanik for nanoscience,Mekanik for nanoscience,Bach.1.år blok 4
674,Nanoscience,Advanced Quantum Chemistry (KemiVK) NANO,Advanced Quantum Chemistry (KemiVK) NANO,Bachelor blok 4
674,Nanoscience,Kvantemekanik 2 (KM2) NANO,Kvantemekanik 2 (KM2) NANO,Bachelor blok 4
674,Nanoscience,Molekylær statistik (MolStat) NANO,Molekylær statistik (MolStat) NANO,Bachelor blok 4
674,Nanoscience,Statistisk Fysik (StatFys) NANO,Statistisk Fysik (StatFys) NANO,Bachelor blok 4
441,Nature Management,Climate change mechanisms and tipping points nat.m,Climate change mechanisms and tipping points nat.m,Kandidat blok 3
441,Nature Management,"Eu Law - Environment, Agriculture & Food nat man","Eu Law - Environment, Agriculture & Food nat man",Kandidat blok 3
441,Nature Management,Geographical Information Systems (GIS) nat man,Geographical Information Systems (GIS) nat man,Kandidat blok 3
441,Nature Management,Global Environmental Governance -nat.man,Global Environmental Governance -nat.man,Kandidat blok 3
446,Naturforvaltning,Planlægning i det åbne land,Planlægning i det åbne land,Kandidat blok 3
407,Naturressourcer,Indledende økonomi - NT,Indledende økonomi - NT,Bach.1.år blok 3
407,Naturressourcer,Dyrs og Planters Diversitet -NT,Dyrs og Planters Diversitet -NT,Bach.1.år blok 4
407,Naturressourcer,Biokemi for naturressourcer - NT,Biokemi for naturressourcer - NT,Bach.2.år blok 3
407,Naturressourcer,Environmental and Natural Resource Economics - nt,Environmental and Natural Resource Economics - nt,Bach.2.år blok 3
407,Naturressourcer,Mikrobiologi NT,Mikrobiologi NT,Bach.2.år blok 3
407,Naturressourcer,Fagets videnskabsteori - NT,Fagets videnskabsteori - NT,Bach.3.år blok 3
407,Naturressourcer,Økonometri - NT,Økonometri - NT,Bach.3.år blok 3
407,Naturressourcer,Analytical Chemistry NT,Analytical Chemistry NT,Bachelor blok 3
407,Naturressourcer,"Eu Law - Environment, Agriculture & Food - NT","Eu Law - Environment, Agriculture & Food - NT",Bachelor blok 3
407,Naturressourcer,Fagets videnskabsteori - økonomi - NT,Fagets videnskabsteori - økonomi - NT,Bachelor blok 3
407,Naturressourcer,Geographical Information Systems (GIS)-  NT,Geographical Information Systems (GIS)-  NT,Bachelor blok 3
407,Naturressourcer,Samfundsøkonomi - NT,Samfundsøkonomi - NT,Bachelor blok 3
407,Naturressourcer,Videregående plantebiologi,Videregående plantebiologi,Bachelor blok 3
407,Naturressourcer,Anvendt spektroskopi ( AnvSPEK) - NT,Anvendt spektroskopi ( AnvSPEK) - NT,Bachelor blok 4
407,Naturressourcer,Anvendt spilteori - NT',Anvendt spilteori - NT',Bachelor blok 4
407,Naturressourcer,Botanik -NT,Botanik -NT,Bachelor blok 4
407,Naturressourcer,Bæredygtig afgrødeproduktion,Bæredygtig afgrødeproduktion,Bachelor blok 4
407,Naturressourcer,Development Economics - NT,Development Economics - NT,Bachelor blok 4
407,Naturressourcer,Genetik -  NT,Genetik -  NT,Bachelor blok 4
407,Naturressourcer,International economics -NT,International economics -NT,Bachelor blok 4
408,Skov- og landskabsingeniør,Økologi,Økologi,Bachelor blok 3
700,Antropologi,Faghistorie,Faghistorie,2. semester.
700,Antropologi,Antropologisk projektdesign,Antropologisk projektdesign,Kandidat 2.sem.
700,Antropologi,Economies of tech,Economies of tech,Valgfag
700,Antropologi,The anthropology of migration,The anthropology of migration,Valgfag
701,Psykologi,Biologisk psykologi & neuropsykologi,Biologisk psykologi & neuropsykologi,2. semester.
701,Psykologi,Personlighedspsykologi,Personlighedspsykologi,2. semester.
701,Psykologi,Statistik og kvantitative forskningsdesign II,Statistik og kvantitative forskningsdesign II,2. semester.
701,Psykologi,Klinisk psykologi II,Klinisk psykologi II,4. semester.
701,Psykologi,Pædagogisk psykologi,Pædagogisk psykologi,4. semester.
701,Psykologi,Udviklingpsykologi,Udviklingpsykologi,4. semester.
701,Psykologi,Videregående anvendt teori og metode,Videregående anvendt teori og metode,Klinisk
701,Psykologi,Fænomenologisk metode,Fænomenologisk metode,Metodefag
701,Psykologi,Klinisk psykologisk forskningsmetode,Klinisk psykologisk forskningsmetode,Metodefag
701,Psykologi,Kvantitativ metode: Fra idé til analyse,Kvantitativ metode: Fra idé til analyse,Metodefag
701,Psykologi,S2: Børneneuropsykologi,S2: Børneneuropsykologi,Neuro
701,Psykologi,Videregående anvendt teori og metode,Videregående anvendt teori og metode,Neuro
701,Psykologi,Praktikanalyse A&O v. Janne Skakon,Praktikanalyse A&O v. Janne Skakon,Projekt. forløb
701,Psykologi,Praktikanalyse KLINISK v. Birgit Jørgensen,Praktikanalyse KLINISK v. Birgit Jørgensen,Projekt. forløb
701,Psykologi,Praktikanalyse KLINISK v. Dea Siggaard Stenbæk,Praktikanalyse KLINISK v. Dea Siggaard Stenbæk,Projekt. forløb
701,Psykologi,Praktikanalyse KLINISK v. Jan Nielsen,Praktikanalyse KLINISK v. Jan Nielsen,Projekt. forløb
701,Psykologi,Praktikanalyse SUI v. Pernille Strøbæk,Praktikanalyse SUI v. Pernille Strøbæk,Projekt. forløb
701,Psykologi,Videregående anvendt teori og metode,Videregående anvendt teori og metode,SUI
701,Psykologi,Autisme og neurodiversitet,Autisme og neurodiversitet,Valgfag
701,Psykologi,Forståelser af stress og interventioner mod stress,Forståelser af stress og interventioner mod stress,Valgfag
701,Psykologi,Impact by design,Impact by design,Valgfag
701,Psykologi,Krop og psyke,Krop og psyke,Valgfag
701,Psykologi,Løsningsfokuseret procesfacilitering i praksis,Løsningsfokuseret procesfacilitering i praksis,Valgfag
701,Psykologi,Mentaliseringsinspireret og kontekstuelt arbejde,Mentaliseringsinspireret og kontekstuelt arbejde,Valgfag
701,Psykologi,Parforholdets psykologi,Parforholdets psykologi,Valgfag
701,Psykologi,Psykoanalysens teori og praksis,Psykoanalysens teori og praksis,Valgfag
701,Psykologi,Psykologiformidling,Psykologiformidling,Valgfag
701,Psykologi,Psykotraumatologi,Psykotraumatologi,Valgfag
701,Psykologi,Socialisationsteori,Socialisationsteori,Valgfag
701,Psykologi,Supervision i teori og praksis,Supervision i teori og praksis,Valgfag
701,Psykologi,The feeling of being,The feeling of being,Valgfag
706,Samfundsfag,Metode 1,Metode 1,2. semester.
706,Samfundsfag,Politisk teori 2,Politisk teori 2,2. semester.
706,Samfundsfag,Sociologi 1,Sociologi 1,2. semester.
706,Samfundsfag,International politik 2,International politik 2,4. semester.
706,Samfundsfag,International politik 3,International politik 3,4. semester.
706,Samfundsfag,Økonomi 2,Økonomi 2,4. semester.
706,Samfundsfag,50 years of global environmental governance,50 years of global environmental governance,Valgfag
706,Samfundsfag,Analysing public policy,Analysing public policy,Valgfag
706,Samfundsfag,Dansk udenrigspolitik: Teori og empiri,Dansk udenrigspolitik: Teori og empiri,Valgfag
706,Samfundsfag,Demokratiet i en klimakrise,Demokratiet i en klimakrise,Valgfag
706,Samfundsfag,"Forgiveness, reconciliation, and apology in ...","Forgiveness, reconciliation, and apology in ...",Valgfag
706,Samfundsfag,Hvad er juraen i international politik?,Hvad er juraen i international politik?,Valgfag
706,Samfundsfag,Jean Monnet course: The EU as an international act,Jean Monnet course: The EU as an international act,Valgfag
706,Samfundsfag,Kvalitativ metode,Kvalitativ metode,Valgfag
706,Samfundsfag,Marx i det 21.århundrede,Marx i det 21.århundrede,Valgfag
706,Samfundsfag,"Political advocacy, lobbying and the influence..","Political advocacy, lobbying and the influence..",Valgfag
706,Samfundsfag,Politologisk projektdesign,Politologisk projektdesign,Valgfag
706,Samfundsfag,Populism and the struggle for recognition,Populism and the struggle for recognition,Valgfag
706,Samfundsfag,Propaganda and disinformation on social media,Propaganda and disinformation on social media,Valgfag
706,Samfundsfag,Psykologisk bias i offentlig forvaltning,Psykologisk bias i offentlig forvaltning,Valgfag
706,Samfundsfag,Securitization theory and its critics,Securitization theory and its critics,Valgfag
706,Samfundsfag,"Security, uncertainty and politics of complexity","Security, uncertainty and politics of complexity",Valgfag
706,Samfundsfag,Statistical models beyond linear regression,Statistical models beyond linear regression,Valgfag
706,Samfundsfag,Theories of political representation,Theories of political representation,Valgfag
706,Samfundsfag,Transnationalism in global climate politics,Transnationalism in global climate politics,Valgfag
702,Sociologi,Basic statistics,Basic statistics,2. semester.
702,Sociologi,Nyere statistiske analysestrategier,Nyere statistiske analysestrategier,2. semester.
702,Sociologi,Sociologisk teori og faghistorie,Sociologisk teori og faghistorie,2. semester.
702,Sociologi,Videnskab og samfund,Videnskab og samfund,2. semester.
702,Sociologi,Kritisk læsning og re-analyse,Kritisk læsning og re-analyse,4. semester.
702,Sociologi,Sociologiske teoriudviklinger,Sociologiske teoriudviklinger,4. semester.
702,Sociologi,"Viden, organisation og politik","Viden, organisation og politik",4. semester.
702,Sociologi,Anvendt case-analyse,Anvendt case-analyse,6. semester.
702,Sociologi,Metodologi og undersøgelsesdesign,Metodologi og undersøgelsesdesign,6. semester.
702,Sociologi,Critical theory,Critical theory,Valgfag
702,Sociologi,Experimental sociology,Experimental sociology,Valgfag
702,Sociologi,Sociologisk projektdesign,Sociologisk projektdesign,Valgfag
703,Statskundskab,Metode 1,Metode 1,2. semester.
703,Statskundskab,Politisk teori 2,Politisk teori 2,2. semester.
703,Statskundskab,Sociologi 1,Sociologi 1,2. semester.
703,Statskundskab,International politik 2,International politik 2,4. semester.
703,Statskundskab,International politik 3,International politik 3,4. semester.
703,Statskundskab,Økonomi 2,Økonomi 2,4. semester.
703,Statskundskab,Offentlig politik,Offentlig politik,6. semester.
703,Statskundskab,50 years of global environmental governance,50 years of global environmental governance,Valgfag
703,Statskundskab,Analysing public policy,Analysing public policy,Valgfag
703,Statskundskab,Dansk udenrigspolitik: Teori og empiri,Dansk udenrigspolitik: Teori og empiri,Valgfag
703,Statskundskab,Demokratiet i en klimakrise,Demokratiet i en klimakrise,Valgfag
703,Statskundskab,"Forgiveness, reconciliation, and apology in...","Forgiveness, reconciliation, and apology in...",Valgfag
703,Statskundskab,Hvad er juraen i international politik?,Hvad er juraen i international politik?,Valgfag
703,Statskundskab,Jean Monnet Course: The EU as an international act,Jean Monnet Course: The EU as an international act,Valgfag
703,Statskundskab,Kvalitativ metode,Kvalitativ metode,Valgfag
703,Statskundskab,Marx i det 21.århundrede,Marx i det 21.århundrede,Valgfag
703,Statskundskab,"Political advocacy, lobbying and the influence...","Political advocacy, lobbying and the influence...",Valgfag
703,Statskundskab,Politologisk projektdesign,Politologisk projektdesign,Valgfag
703,Statskundskab,Populism and the struggle for recognition,Populism and the struggle for recognition,Valgfag
703,Statskundskab,Propaganda and disinformation on social media,Propaganda and disinformation on social media,Valgfag
703,Statskundskab,Psykologisk bias i offentlig forvaltning,Psykologisk bias i offentlig forvaltning,Valgfag
703,Statskundskab,Securitization theory and its critics,Securitization theory and its critics,Valgfag
703,Statskundskab,"Security, uncertainty and politics of complexity","Security, uncertainty and politics of complexity",Valgfag
703,Statskundskab,Statistical models beyond linear regression,Statistical models beyond linear regression,Valgfag
703,Statskundskab,Theories of political representation,Theories of political representation,Valgfag
703,Statskundskab,Transnationalism in global climate politics,Transnationalism in global climate politics,Valgfag
704,Økonomi,Erhvervsøkonomi,Erhvervsøkonomi,2. semester.
704,Økonomi,Matematik B,Matematik B,2. semester.
704,Økonomi,Samfundsbeskrivelse B,Samfundsbeskrivelse B,2. semester.
704,Økonomi,Økonomiske principper B,Økonomiske principper B,2. semester.
704,Økonomi,Makroøkonomi II,Makroøkonomi II,4. semester.
704,Økonomi,Mikroøkonomi II,Mikroøkonomi II,4. semester.
704,Økonomi,Videnskabsteori for økonomer,Videnskabsteori for økonomer,4. semester.
704,Økonomi,Økonometri I,Økonometri I,4. semester.
704,Økonomi,Økonomisk historie,Økonomisk historie,5. semester.
704,Økonomi,Anvendt økonomi med konsulentmetode,Anvendt økonomi med konsulentmetode,Seminar
704,Økonomi,Strategisk ledelse,Strategisk ledelse,Seminar
704,Økonomi,Topics in sovereign debt,Topics in sovereign debt,Seminar
704,Økonomi,Advanced development economics - micro aspects,Advanced development economics - micro aspects,Valgfag
704,Økonomi,Advanced empirical finance,Advanced empirical finance,Valgfag
704,Økonomi,Advanced macroeconomics: Business cycles,Advanced macroeconomics: Business cycles,Valgfag
704,Økonomi,Advanced strategic management,Advanced strategic management,Valgfag
704,Økonomi,Analyse og dynamisk optimering,Analyse og dynamisk optimering,Valgfag
704,Økonomi,Applied econometric policy evaluation,Applied econometric policy evaluation,Valgfag
704,Økonomi,Demography,Demography,Valgfag
704,Økonomi,Development economics,Development economics,Valgfag
704,Økonomi,Econometrics II,Econometrics II,Valgfag
704,Økonomi,Economic sociology,Economic sociology,Valgfag
704,Økonomi,Economics of banking,Economics of banking,Valgfag
704,Økonomi,Economics of the environment and climate change,Economics of the environment and climate change,Valgfag
704,Økonomi,Erhvervsret,Erhvervsret,Valgfag
704,Økonomi,Field experiments,Field experiments,Valgfag
704,Økonomi,Health economic evaluations,Health economic evaluations,Valgfag
704,Økonomi,Industrial organization,Industrial organization,Valgfag
704,Økonomi,International economics,International economics,Valgfag
704,Økonomi,Pricing financial assets,Pricing financial assets,Valgfag
704,Økonomi,Tax policy,Tax policy,Valgfag
423,Animal Science,Quantitative Genomics and Breeding-ANI SCI,Quantitative Genomics and Breeding-ANI SCI,Kandidat blok 4
620,Farmaceutuddannelsen,Lægemiddelmetabolisme og toksicitet FARMA,Lægemiddelmetabolisme og toksicitet FARMA,Bachelor blok 4
620,Farmaceutuddannelsen,Farmaceutisk biologi FARMA,Farmaceutisk biologi FARMA,Bachelor sem. 2
620,Farmaceutuddannelsen,Farmaceutisk fysisk kemi I - thermodynamik... FARM,Farmaceutisk fysisk kemi I - thermodynamik... FARM,Bachelor sem. 2
620,Farmaceutuddannelsen,Kvalitetsvurdering af farmaceutiske råvarer FARMA,Kvalitetsvurdering af farmaceutiske råvarer FARMA,Bachelor sem. 2
620,Farmaceutuddannelsen,Organisk kemi II FARMA,Organisk kemi II FARMA,Bachelor sem. 2
620,Farmaceutuddannelsen,Farmaceutisk analytisk kemi FARMA,Farmaceutisk analytisk kemi FARMA,Bachelor sem. 4
620,Farmaceutuddannelsen,Farmaci I - flydende og halv-faste læge.. FARMA,Farmaci I - flydende og halv-faste læge.. FARMA,Bachelor sem. 4
620,Farmaceutuddannelsen,Organfarmakologi FARMA,Organfarmakologi FARMA,Bachelor sem. 4
714,Folkesundhedsvidenskab,Epidemiologi 2,Epidemiologi 2,2. semester.
714,Folkesundhedsvidenskab,Statistik,Statistik,2. semester.
714,Folkesundhedsvidenskab,Sygdomslære for ikke-klinikere,Sygdomslære for ikke-klinikere,2. semester.
714,Folkesundhedsvidenskab,Miljø og bæredygtighed,Miljø og bæredygtighed,4. semester.
714,Folkesundhedsvidenskab,Sundhedsøkonomi,Sundhedsøkonomi,4. semester.
714,Folkesundhedsvidenskab,Forvaltningslære og forvaltningsret,Forvaltningslære og forvaltningsret,6. semester.
714,Folkesundhedsvidenskab,Epidemiology (PH.D),Epidemiology (PH.D),Ph.D
714,Folkesundhedsvidenskab,Perinatal and early life epidemiology,Perinatal and early life epidemiology,Valgfag
714,Folkesundhedsvidenskab,Reproductive technologies and family ties,Reproductive technologies and family ties,Valgfag
714,Folkesundhedsvidenskab,Sundhedsprofessioner i forandring,Sundhedsprofessioner i forandring,Valgfag
601,Humanbiologi,Pharmacology and Toxicology HUM BIO,Pharmacology and Toxicology HUM BIO,Kandidat blok 3
601,Humanbiologi,Course in Laboratory Animal Science HUMBIO,Course in Laboratory Animal Science HUMBIO,Kandidat blok 4
402,Husdyrvidenskab,Kemi (KemiBio) - husdyr,Kemi (KemiBio) - husdyr,Bach.1.år blok 3
402,Husdyrvidenskab,Mikrobiologi - husdyr,Mikrobiologi - husdyr,Bach.1.år blok 3
402,Husdyrvidenskab,Introduktion til Erhvervsøkonomi - Husdyr,Introduktion til Erhvervsøkonomi - Husdyr,Bach.1.år blok 4
402,Husdyrvidenskab,Sundhed og Velfærd,Sundhed og Velfærd,Bach.2.år blok 3
402,Husdyrvidenskab,Sundhed og Velfærd - HUSDYR,Sundhed og Velfærd - HUSDYR,Bach.2.år blok 4
402,Husdyrvidenskab,Dyrs ernæring og præstation - husdyr,Dyrs ernæring og præstation - husdyr,Bach.3.år blok 3
402,Husdyrvidenskab,Produktionsøkonomi - husdyr,Produktionsøkonomi - husdyr,Bachelor blok 3
402,Husdyrvidenskab,Råvarekvalitet - husdyr,Råvarekvalitet - husdyr,Bachelor blok 3
402,Husdyrvidenskab,Bæredygtig afgrødeproduktion,Bæredygtig afgrødeproduktion,Bachelor blok 4
402,Husdyrvidenskab,Dyrs livsformer og funktion -husdyr,Dyrs livsformer og funktion -husdyr,Bachelor blok 4
402,Husdyrvidenskab,Genetik - Husdyr,Genetik - Husdyr,Bachelor blok 4
614,Immunology and inflammation,Skin Immunology IMMUNOLOGY,Skin Immunology IMMUNOLOGY,Kandidat blok 4
600,Medicin,Kursus i basal humanbiologi og cellens kemiske kom,Kursus i basal humanbiologi og cellens kemiske kom,Bachelor sem. 1
600,Medicin,Kursus i tidlig patientkontakt og førstehjælp MED,Kursus i tidlig patientkontakt og førstehjælp MED,Bachelor sem. 1
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 1
600,Medicin,Kursus i excitable celler MEDICIN,Kursus i excitable celler MEDICIN,Bachelor sem. 2
600,Medicin,Kursus i medicinsk celle- og vævsbiologi MED,Kursus i medicinsk celle- og vævsbiologi MED,Bachelor sem. 2
600,Medicin,Kursus i medicinsk genetik MEDICIN,Kursus i medicinsk genetik MEDICIN,Bachelor sem. 2
600,Medicin,Kursus i medicinsk psykologi og sundhedspsykologi,Kursus i medicinsk psykologi og sundhedspsykologi,Bachelor sem. 2
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 2
600,Medicin,"Kursus i hoved,hals,bevægeapparatet MED","Kursus i hoved,hals,bevægeapparatet MED",Bachelor sem. 3
600,Medicin,Tidlig klinisk ophold MEDICIN,Tidlig klinisk ophold MEDICIN,Bachelor sem. 3
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 3
600,Medicin,"Kursus i mave, tarm og lever MEDICIN","Kursus i mave, tarm og lever MEDICIN",Bachelor sem. 4
600,Medicin,Kursus i medicinsk etik og filosofi MEDICIN,Kursus i medicinsk etik og filosofi MEDICIN,Bachelor sem. 4
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 4
600,Medicin,Forberedende kursus i bachelorprojekt MEDICIN,Forberedende kursus i bachelorprojekt MEDICIN,Bachelor sem. 5
600,Medicin,Kursus i basal farmakologi MEDICIN,Kursus i basal farmakologi MEDICIN,Bachelor sem. 5
600,Medicin,Kursus i basal patologi MEDICIN,Kursus i basal patologi MEDICIN,Bachelor sem. 5
600,Medicin,"Kursus i endokrinologi, reproduktion og blod","Kursus i endokrinologi, reproduktion og blod",Bachelor sem. 5
600,Medicin,Kursus i immunologi MEDICIN,Kursus i immunologi MEDICIN,Bachelor sem. 5
600,Medicin,Kursus i nyrer- og urinveje MEDICIN,Kursus i nyrer- og urinveje MEDICIN,Bachelor sem. 5
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 5
600,Medicin,CAMES: Ultralydsskanning og ledundersøgelse,CAMES: Ultralydsskanning og ledundersøgelse,Bachelor sem. 6
600,Medicin,Kursus i diagnostiske fag MEDICIN,Kursus i diagnostiske fag MEDICIN,Bachelor sem. 6
600,Medicin,Mikrobiologisk øvelseskursus MEDICIN,Mikrobiologisk øvelseskursus MEDICIN,Bachelor sem. 6
600,Medicin,Tema A: Mikrobiologi,Tema A: Mikrobiologi,Bachelor sem. 6
600,Medicin,Tema C: Endokrinologi MEDICIN,Tema C: Endokrinologi MEDICIN,Bachelor sem. 6
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 6
600,Medicin,Grundlæggende klinik inkl. CAMES MEDICIN,Grundlæggende klinik inkl. CAMES MEDICIN,Kandidat sem. 1
600,Medicin,"Tema G, Gastroenterologi MEDICIN","Tema G, Gastroenterologi MEDICIN",Kandidat sem. 1
600,Medicin,Tema H:Nefro-urologi MEDICIN,Tema H:Nefro-urologi MEDICIN,Kandidat sem. 1
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Kandidat sem. 1
600,Medicin,CAMES: Kommunikation & stuegang/fællesundervisning,CAMES: Kommunikation & stuegang/fællesundervisning,Kandidat sem. 2
600,Medicin,Klinisk kursus i anæstesiologi MEDICIN,Klinisk kursus i anæstesiologi MEDICIN,Kandidat sem. 2
600,Medicin,Klinisk kursus i intern medicin MEDICIN,Klinisk kursus i intern medicin MEDICIN,Kandidat sem. 2
600,Medicin,Klinisk kursus i kirurgi MEDICIN,Klinisk kursus i kirurgi MEDICIN,Kandidat sem. 2
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Kandidat sem. 2
600,Medicin,Klinisk kursus i oftalmologi MEDICIN,Klinisk kursus i oftalmologi MEDICIN,Kandidat sem. 3
600,Medicin,Kursus i arbejds- og miljømedicin MEDICIN,Kursus i arbejds- og miljømedicin MEDICIN,Kandidat sem. 3
600,Medicin,"SEMS, statistik, epidimiologi... MEDICIN","SEMS, statistik, epidimiologi... MEDICIN",Kandidat sem. 3
600,Medicin,Klinisk kursus i neurologi og neurokirurgi,Klinisk kursus i neurologi og neurokirurgi,Kandidat sem. 4
600,Medicin,Klinisk kursus i socialmedicin og rehab.. MEDICIN,Klinisk kursus i socialmedicin og rehab.. MEDICIN,Kandidat sem. 4
600,Medicin,Kursus i retsmedicin,Kursus i retsmedicin,Kandidat sem. 4
600,Medicin,Psykiatri inklusive børne- og unge... MEDICIN,Psykiatri inklusive børne- og unge... MEDICIN,Kandidat sem. 4
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Kandidat sem. 4
600,Medicin,Kursus i basal og klinisk sexologi MEDICIN,Kursus i basal og klinisk sexologi MEDICIN,Kandidat sem. 5
600,Medicin,Kursus i etiske dilemmaer indenfor medicin MEDICIN,Kursus i etiske dilemmaer indenfor medicin MEDICIN,Kandidat sem. 5
